51.200000,220.464324
51.208708,219.845461
51.217415,220.311236
51.226123,221.425746
51.234830,222.134535
51.243538,222.743648
51.252245,223.621098
51.260953,224.763823
51.269660,225.269779
51.278368,224.718342
51.287075,223.507583
51.295783,221.977450
51.304490,220.720428
51.313198,0.000000
51.321905,0.000000
51.330612,0.000000
51.339320,0.000000
51.348027,0.000000
51.356735,0.000000
51.365442,0.000000
51.374150,0.000000
51.382857,0.000000
51.391565,0.000000
51.400272,0.000000
51.408980,0.000000
51.417687,0.000000
51.426395,0.000000
51.435102,0.000000
51.443810,271.673680
51.452517,279.762546
51.461225,282.684528
51.469932,282.293904
51.478640,279.508897
51.487347,275.816910
51.496055,272.121050
51.504762,268.852214
51.513470,265.970794
51.522177,263.436299
51.530885,261.299206
51.539592,259.684374
51.548300,258.560902
51.557007,257.817632
51.565715,257.326011
51.574422,256.902095
51.583129,256.212932
51.591837,254.908139
51.600544,252.963153
51.609252,250.857991
51.617959,248.924315
51.626667,247.274618
51.635374,245.591929
51.644082,243.511961
51.652789,240.658618
51.661497,236.720079
51.670204,231.706640
51.678912,226.122615
51.687619,220.240283
51.696327,215.299798
51.705034,211.178134
51.713742,208.703223
51.722449,207.402661
51.731157,207.042227
51.739864,207.583124
51.748572,209.497941
51.757279,213.504600
51.765987,218.492555
51.774694,223.060193
51.783402,225.915783
51.792109,226.621686
51.800817,226.067391
51.809524,224.970029
51.818232,223.851867
51.826939,222.789111
51.835646,221.658079
51.844354,220.564755
51.853061,219.703077
51.861769,219.200532
51.870476,219.066343
51.879184,219.155724
51.887891,219.465283
51.896599,219.894866
51.905306,220.354147
51.914014,220.872866
51.922721,221.465134
51.931429,222.072093
51.940136,222.651238
51.948844,223.199628
51.957551,223.753641
51.966259,224.283221
51.974966,224.668010
51.983674,224.829388
51.992381,224.514955
52.001089,223.610923
52.009796,221.826846
52.018504,219.036640
52.027211,215.138081
52.035919,211.083567
52.044626,208.159963
52.053334,206.886829
52.062041,206.993628
52.070749,208.732672
52.079456,211.224564
52.088164,213.671370
52.096871,0.000000
52.105578,0.000000
52.114286,0.000000
52.122993,0.000000
52.131701,0.000000
52.140408,0.000000
52.149116,0.000000
52.157823,0.000000
52.166531,0.000000
52.175238,0.000000
52.183946,0.000000
52.192653,0.000000
52.201361,0.000000
52.210068,0.000000
52.218776,0.000000
52.227483,0.000000
52.236191,0.000000
52.244898,0.000000
52.253606,0.000000
52.262313,0.000000
52.271021,0.000000
52.279728,0.000000
52.288436,0.000000
52.297143,0.000000
52.305851,0.000000
52.314558,0.000000
52.323266,0.000000
52.331973,0.000000
52.340681,217.704061
52.349388,221.379622
52.358095,223.656466
52.366803,225.317282
52.375510,225.103307
52.384218,223.043863
52.392925,219.145111
52.401633,214.633148
52.410340,210.272708
52.419048,206.495382
52.427755,203.473909
52.436463,201.150148
52.445170,199.619705
52.453878,198.673223
52.462585,198.171423
52.471293,197.989657
52.480000,197.910022
52.488708,197.774710
52.497415,197.593229
52.506123,197.384676
52.514830,197.088484
52.523538,196.617538
52.532245,195.976228
52.540953,195.192611
52.549660,194.303929
52.558368,193.351159
52.567075,192.423260
52.575783,191.535130
52.584490,190.677502
52.593198,189.851296
52.601905,189.157230
52.610612,188.705410
52.619320,188.437806
52.628027,188.156904
52.636735,187.826454
52.645442,187.424134
52.654150,186.819084
52.662857,185.894723
52.671565,184.749653
52.680272,183.587645
52.688980,182.642191
52.697687,181.967621
52.706395,181.546263
52.715102,181.185136
52.723810,180.729901
52.732517,180.027638
52.741225,179.181297
52.749932,178.276572
52.758640,177.270651
52.767347,176.276742
52.776055,175.368910
